work_order_id,correlation_id,title,phase,source_status,status,repo_path,depends_on,blocks,companion_gate_ref,source_context,deterministic,allows_network,allows_dependency_install,allows_dependency_changes,proof_required,proof_uri,human_approval_required,verification_command,completion_gate,rollback_plan,intent_lock
TASK-CDB055,CDB055,Verify generated initializer checksums/provenance,provenance,complete,review,src/nu_plugin,TASK-CDB054,TASK-CDB063,GATE-CDB055,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L260-L266,L300-L365"",""evidence_paths"":[""src/nu_plugin/manifest rows"",""src/nu_plugin/checksum report""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""notes"":""No generated file is source truth."",""owner_surface"":""tests;runner"",""prd_sections"":""24.5"",""raw_log_paths"":[""src/nu_plugin/logs/CDB055-init-provenance.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""unchecked generated files"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#8-yazelix-runtime-initializer-integration""}",true,false,false,false,true,,true,checksum/provenance manifest validates,initializer provenance proven,Remove only the LifeOS review handoff for TASK-CDB055 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:c18c05d96eeeb5fb170f34787a433453570bb9789e5b58c95f4cfdd09dc8fd47"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB056,CDB056,Extend syntax validator path for CodeDB fixtures,syntax,complete,review,src/nu_plugin,TASK-CDB054,TASK-CDB058,GATE-CDB056,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L260-L266,L300-L365"",""evidence_paths"":[""src/nu_plugin/syntax report""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv"",""src/nu_plugin/docs/CODEDB_NUSHELL_SYNTAX_GATE.md""],""notes"":""Mirror Yazelix temp-HOME/stub pattern."",""owner_surface"":""tests"",""prd_sections"":""24.5"",""raw_log_paths"":[""src/nu_plugin/logs/CDB056-nu-syntax.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""real HOME dependency"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#6-nushell-plugin-and-cli-outputs""}",true,false,false,false,true,,true,temp-HOME syntax validation passes,Nu syntax gate proven,Remove only the LifeOS review handoff for TASK-CDB056 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:2015017cd5cc67256bdc1f7bd98b2db787c4a7e87d2ae0d11ef818aa24150346"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB057,CDB057,Add no-real-HOME plugin registration test,safety,complete,review,src/nu_plugin,TASK-CDB053,,GATE-CDB057,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L260-L266,L300-L365"",""evidence_paths"":[""src/nu_plugin/before/after HOME hash/report""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""notes"":""Required before Codex can run plugin tests."",""owner_surface"":""tests"",""prd_sections"":""24.5"",""raw_log_paths"":[""src/nu_plugin/logs/CDB057-no-real-home.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""mutating operator HOME"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#5-capture-gaps-and-validation-errors""}",true,false,false,false,true,,true,real HOME unchanged before/after,HOME safety proven,Remove only the LifeOS review handoff for TASK-CDB057 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:0f4c0221b8ca6be797f52464bb14d4efb1e8cd925b4926cf4cfa81364f9e6e84"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB058,CDB058,Add Yazelix launch smoke with CodeDB disabled,yazelix-smoke,complete,review,src/nu_plugin,TASK-CDB049;TASK-CDB056,TASK-CDB059,GATE-CDB058,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L260-L266,L300-L365"",""evidence_paths"":[""src/nu_plugin/launch smoke log""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv"",""src/nu_plugin/docs/YAZELIX_PLACEMENT.md""],""notes"":""CodeDB must be optional."",""owner_surface"":""runner;tests"",""prd_sections"":""24.5"",""raw_log_paths"":[""src/nu_plugin/logs/CDB058-yazelix-disabled.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""making CodeDB required for launch"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#8-yazelix-runtime-initializer-integration""}",true,false,false,false,true,,true,Yazelix launch unaffected without CodeDB,disabled mode safe,Remove only the LifeOS review handoff for TASK-CDB058 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:0e97ec713b2ef0a23fa7af8fb672512627088dca7ce6611a4c0eb7a7be4ec79d"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB059,CDB059,Add Yazelix launch smoke with CodeDB enabled,yazelix-smoke,complete,review,src/nu_plugin,TASK-CDB058;TASK-CDB054,,GATE-CDB059,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L260-L266,L300-L365"",""evidence_paths"":[""src/nu_plugin/launch smoke log""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv"",""src/nu_plugin/docs/YAZELIX_PLACEMENT.md""],""notes"":""No heavy load in config.nu."",""owner_surface"":""runner;tests"",""prd_sections"":""24.5"",""raw_log_paths"":[""src/nu_plugin/logs/CDB059-yazelix-enabled.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""startup heavy import"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#8-yazelix-runtime-initializer-integration""}",true,false,false,false,true,,true,Yazelix launch with CodeDB bridge passes without heavy startup import,enabled mode safe,Remove only the LifeOS review handoff for TASK-CDB059 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:6107b7ebccc36c67a3a7baff320b35f231e2529cafd66e76691d507f85c33832"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB060,CDB060,Add plugin stderr/trace secret-leak guard,security,complete,review,src/nu_plugin,TASK-CDB052;TASK-CDB032,TASK-CDB062,GATE-CDB060,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L260-L266,L300-L365"",""evidence_paths"":[""src/nu_plugin/redaction report"",""src/nu_plugin/test log""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv"",""src/nu_plugin/docs/SECURITY_AND_SECRET_POLICY.md""],""notes"":""Also covers Codex MCP default surface."",""owner_surface"":""tests;security"",""prd_sections"":""24.5"",""raw_log_paths"":[""src/nu_plugin/logs/CDB060-plugin-secret-guard.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""raw source/secret leak"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#5-capture-gaps-and-validation-errors""}",true,false,false,false,true,,true,secret-looking fixtures are not leaked by default,plugin outputs safe,Remove only the LifeOS review handoff for TASK-CDB060 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:840cd3bfd56c50a6599ed7cd7b4d1744df1e554b94d20fe646044e0b642fdcbc"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB061,CDB061,Add redb lock/plugin-GC behavior test,storage,complete,review,src/nu_plugin,TASK-CDB014;TASK-CDB050,,GATE-CDB061,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L260-L266,L300-L365"",""evidence_paths"":[""src/nu_plugin/redb test log""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""notes"":""Covers plugin lifecycle and store locks."",""owner_surface"":""tests;storage"",""prd_sections"":""24.5"",""raw_log_paths"":[""src/nu_plugin/logs/CDB061-redb-gc.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""store corruption"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#2-redb-store-schema-provenance""}",true,false,false,false,true,,true,lock contention/GC behavior documented and safe,redb lifecycle safe,Remove only the LifeOS review handoff for TASK-CDB061 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:9ef64f84a8fa36c451adf8d4210aaa00d77b1dbff58463ede9a8720163207b2e"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB062,CDB062,Add Codex bounded CLI/MCP invocation smoke,codex,complete,review,src/nu_plugin,TASK-CDB032;TASK-CDB060,,GATE-CDB062,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L260-L266,L300-L365"",""evidence_paths"":[""src/nu_plugin/MCP tool report"",""src/nu_plugin/CLI output sample""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv"",""src/nu_plugin/docs/CODEX_BRIDGE.md""],""notes"":""No auth/session hacks."",""owner_surface"":""tests;docs"",""prd_sections"":""24.5"",""raw_log_paths"":[""src/nu_plugin/logs/CDB062-codex-bounded.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""unbounded source reads"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#7-bounded-codex-mcp-bridge""}",true,false,false,false,true,,true,bounded CLI/MCP output passes limits and exposes no raw source by default,Codex bridge safe,Remove only the LifeOS review handoff for TASK-CDB062 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:b1e12cb30a32cc3f4760b0a73ee61e13ead475602cc66d175abc45d664ac25c3"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB063,CDB063,Add envctl table rows for CodeDB runtime integration,envctl,complete,review,src/nu_plugin,TASK-CDB035;TASK-CDB055,,GATE-CDB063,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L260-L266,L300-L365"",""evidence_paths"":[""src/nu_plugin/export sample"",""src/nu_plugin/checksum rows""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv"",""src/nu_plugin/docs/ENVCTL_EXPORT_CONTRACT.md""],""notes"":""envctl consumes exports only."",""owner_surface"":""envctl-export;docs"",""prd_sections"":""24.4,24.5"",""raw_log_paths"":[""src/nu_plugin/logs/CDB063-envctl-runtime.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""envctl reading redb internals"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#9-envctl-meta-runner-gitkb-rtk-boundaries""}",true,false,false,false,true,,true,export includes runtime/tool/checksum rows,envctl integration complete,Remove only the LifeOS review handoff for TASK-CDB063 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:0856ac4e223afc6d79736a9bda62feecce34f664dcafbbf5535b84363ba0b6d6"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB064,CDB064,Verify ZIP extraction proof before construction,package,complete,review,src/nu_plugin,TASK-CDB005,TASK-CDB065,GATE-CDB064,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L57-L98;user-final-package-request"",""evidence_paths"":[""src/nu_plugin/manifests/EXTRACTION_PROOF.json"",""src/nu_plugin/logs/CDB064-extraction-proof.log""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""notes"":""Added by final package builder as non-negotiable ZIP extraction gate."",""owner_surface"":""package"",""prd_sections"":""21"",""raw_log_paths"":[""src/nu_plugin/logs/CDB064-extraction-proof.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""package construction before extraction proof"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#1-package-navigation-and-launch-gates""}",true,false,false,false,true,,true,EXTRACTION_PROOF.json parses and source ZIP SHA matches,hard extraction gate passed,Remove only the LifeOS review handoff for TASK-CDB064 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:f3030ce60edaf9738de888081fc4613651a4dba05ab2e0d1448592fe6af317fa"",""schema"":""lifeos.intent-lock.v1""}"
