task_id,parent_id,phase,title,goal,owner_lane,owner_agent,helper_id,model_tag,agent_runtime,shell_mode,repo_target,repo_path,filesystem_scope,input_files,target_files,target_artifacts,allowed_paths,blocked_paths,depends_on,blocks,parallel_group,can_run_parallel,max_parallel,start_after,priority,status,execution_cell,required_tools,command_template,verification_command,completion_gate,proof_required,proof_uri,heartbeat_file,logs_uri,rollback_plan,risk_level,human_approval_required,notes,anchor_binding,needs_capability_probe,probe_class,source_graph_uri
ANCHOR-A02_LEDGER_ROW,ANCHOR_LEDGER,00-anchor,"ANCHOR_LEDGER A02: | A02 | PostgreSQL/RuVector authority and control | hard rules; §§1–2, 4.1, 18 | Authority",Ledger row A02 must remain present and reconciled in the anchor.,lane_f_anchor,anchor-agent,helper-anchor-a02_ledger_row,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/anchor-a02_ledger_row/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_anchor-ledger,true,8,,401,pending,anchor-ledger,shell,grep -Fq '| A02 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '| A02 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/ANCHOR-A02_LEDGER_ROW.proof.json,state/ANCHOR-A02_LEDGER_ROW.heartbeat.json,logs/ANCHOR-A02_LEDGER_ROW.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":946968,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""0511f8d07967241392340b2c8aae60f22048b8d1d49185d0278b57689aa18e5f""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
ANCHOR-A03_LEDGER_ROW,ANCHOR_LEDGER,00-anchor,"ANCHOR_LEDGER A03: | A03 | Exact logical front-door trace | §§3.2, 18 | The logical trace had been removed wh",Ledger row A03 must remain present and reconciled in the anchor.,lane_f_anchor,anchor-agent,helper-anchor-a03_ledger_row,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/anchor-a03_ledger_row/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_anchor-ledger,true,8,,402,pending,anchor-ledger,shell,grep -Fq '| A03 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '| A03 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/ANCHOR-A03_LEDGER_ROW.proof.json,state/ANCHOR-A03_LEDGER_ROW.heartbeat.json,logs/ANCHOR-A03_LEDGER_ROW.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":947303,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""8dbe4e4632fc9fd2e5cc13d06b0304d475d28cd3ab4551fb9fcdb1bf904dbc95""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
ANCHOR-A04_LEDGER_ROW,ANCHOR_LEDGER,00-anchor,"ANCHOR_LEDGER A04: | A04 | LifeOS Glass and Yazelix physical wiring | §§3.1–3.4, 4.2–4.5 | Ownership prose ex",Ledger row A04 must remain present and reconciled in the anchor.,lane_f_anchor,anchor-agent,helper-anchor-a04_ledger_row,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/anchor-a04_ledger_row/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_anchor-ledger,true,8,,403,pending,anchor-ledger,shell,grep -Fq '| A04 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '| A04 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/ANCHOR-A04_LEDGER_ROW.proof.json,state/ANCHOR-A04_LEDGER_ROW.heartbeat.json,logs/ANCHOR-A04_LEDGER_ROW.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":947632,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""3b89ee8585308f1f56204566f5a5ff590dce0cae1d622408d8a0e75bcb6eb845""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
ANCHOR-A05_LEDGER_ROW,ANCHOR_LEDGER,00-anchor,"ANCHOR_LEDGER A05: | A05 | CodeDB byte-complete ingress | §§2, 3.4, 4.5, 14, 19 | Raw/typed prose existed wit",Ledger row A05 must remain present and reconciled in the anchor.,lane_f_anchor,anchor-agent,helper-anchor-a05_ledger_row,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/anchor-a05_ledger_row/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_anchor-ledger,true,8,,404,pending,anchor-ledger,shell,grep -Fq '| A05 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '| A05 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/ANCHOR-A05_LEDGER_ROW.proof.json,state/ANCHOR-A05_LEDGER_ROW.heartbeat.json,logs/ANCHOR-A05_LEDGER_ROW.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":947982,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""7b15a9cef10f2408ac5bd4178c06f307c6720b2dc5450b056742e10c598e5b3c""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
ANCHOR-A06_LEDGER_ROW,ANCHOR_LEDGER,00-anchor,"ANCHOR_LEDGER A06: | A06 | Physical result return to the user and database | §§3.2–3.3, 18–19 | Separate retu",Ledger row A06 must remain present and reconciled in the anchor.,lane_f_anchor,anchor-agent,helper-anchor-a06_ledger_row,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/anchor-a06_ledger_row/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_anchor-ledger,true,8,,405,pending,anchor-ledger,shell,grep -Fq '| A06 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '| A06 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/ANCHOR-A06_LEDGER_ROW.proof.json,state/ANCHOR-A06_LEDGER_ROW.heartbeat.json,logs/ANCHOR-A06_LEDGER_ROW.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":948278,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""054f725661fd8036dab2c10c0797bc95fd4bfbc6b6aa016191d26c9a252cda3d""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
ANCHOR-A07_LEDGER_ROW,ANCHOR_LEDGER,00-anchor,"ANCHOR_LEDGER A07: | A07 | Shared redb mmap live boundary | hard rule 13; §§3.3, 4.6, 12 | Event-only correct",Ledger row A07 must remain present and reconciled in the anchor.,lane_f_anchor,anchor-agent,helper-anchor-a07_ledger_row,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/anchor-a07_ledger_row/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_anchor-ledger,true,8,,406,pending,anchor-ledger,shell,grep -Fq '| A07 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '| A07 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/ANCHOR-A07_LEDGER_ROW.proof.json,state/ANCHOR-A07_LEDGER_ROW.heartbeat.json,logs/ANCHOR-A07_LEDGER_ROW.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":948663,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""0a17a2f1a3f8508cfb1ae5721970a3d649d2aa7b88644ff5421521a0b9dddf7d""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
ANCHOR-A08_LEDGER_ROW,ANCHOR_LEDGER,00-anchor,"ANCHOR_LEDGER A08: | A08 | envctl bidirectional ingress and projection | §§3.2, 4.7, 13 | Prose covered both ",Ledger row A08 must remain present and reconciled in the anchor.,lane_f_anchor,anchor-agent,helper-anchor-a08_ledger_row,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/anchor-a08_ledger_row/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_anchor-ledger,true,8,,407,pending,anchor-ledger,shell,grep -Fq '| A08 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '| A08 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/ANCHOR-A08_LEDGER_ROW.proof.json,state/ANCHOR-A08_LEDGER_ROW.heartbeat.json,logs/ANCHOR-A08_LEDGER_ROW.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":949015,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""23cd5eca71adf15d833de6ab168bc15ce7ca6f13b4c1fefab0bfaf456f04cb7b""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
ANCHOR-A09_LEDGER_ROW,ANCHOR_LEDGER,00-anchor,"ANCHOR_LEDGER A09: | A09 | Six-part secret lifecycle | §5; §§16, 19 | Complete prose and schema existed but t",Ledger row A09 must remain present and reconciled in the anchor.,lane_f_anchor,anchor-agent,helper-anchor-a09_ledger_row,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/anchor-a09_ledger_row/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_anchor-ledger,true,8,,408,pending,anchor-ledger,shell,grep -Fq '| A09 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '| A09 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/ANCHOR-A09_LEDGER_ROW.proof.json,state/ANCHOR-A09_LEDGER_ROW.heartbeat.json,logs/ANCHOR-A09_LEDGER_ROW.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":949361,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""47e0574790f62d7cd18daf2c7c5de0d3df71303f10dff38f44a15df480aef583""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
ANCHOR-A10_LEDGER_ROW,ANCHOR_LEDGER,00-anchor,"ANCHOR_LEDGER A10: | A10 | PostgreSQL plus RuVector cognition and graph runtime | §§3–6, 9–10, 16 | Feature c",Ledger row A10 must remain present and reconciled in the anchor.,lane_f_anchor,anchor-agent,helper-anchor-a10_ledger_row,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/anchor-a10_ledger_row/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_anchor-ledger,true,8,,409,pending,anchor-ledger,shell,grep -Fq '| A10 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '| A10 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/ANCHOR-A10_LEDGER_ROW.proof.json,state/ANCHOR-A10_LEDGER_ROW.heartbeat.json,logs/ANCHOR-A10_LEDGER_ROW.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":949654,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""4250098c238d0b6aa7928380b893359f48d575dc4088353932506800a6441975""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
ANCHOR-A11_LEDGER_ROW,ANCHOR_LEDGER,00-anchor,"ANCHOR_LEDGER A11: | A11 | Edge inference, memory, learning, and forecasting | §§7–11 | Components existed in",Ledger row A11 must remain present and reconciled in the anchor.,lane_f_anchor,anchor-agent,helper-anchor-a11_ledger_row,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/anchor-a11_ledger_row/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_anchor-ledger,true,8,,410,pending,anchor-ledger,shell,grep -Fq '| A11 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '| A11 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/ANCHOR-A11_LEDGER_ROW.proof.json,state/ANCHOR-A11_LEDGER_ROW.heartbeat.json,logs/ANCHOR-A11_LEDGER_ROW.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":950016,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""fed69acd415da20be3e0a9d8de61e9528e02f98cab80153b233b13d3466e3dc0""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
ANCHOR-A12_LEDGER_ROW,ANCHOR_LEDGER,00-anchor,"ANCHOR_LEDGER A12: | A12 | Repository, task, memory, context, and runner surfaces | §§4.8–4.9, 20 | Individua",Ledger row A12 must remain present and reconciled in the anchor.,lane_f_anchor,anchor-agent,helper-anchor-a12_ledger_row,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/anchor-a12_ledger_row/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_anchor-ledger,true,8,,411,pending,anchor-ledger,shell,grep -Fq '| A12 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '| A12 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/ANCHOR-A12_LEDGER_ROW.proof.json,state/ANCHOR-A12_LEDGER_ROW.heartbeat.json,logs/ANCHOR-A12_LEDGER_ROW.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":950356,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""8e5f3d6c3885b306be9a965e8cbd425c92085363fb4ff7cc7a2a91ef87762030""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
ANCHOR-A13_LEDGER_ROW,ANCHOR_LEDGER,00-anchor,"ANCHOR_LEDGER A13: | A13 | Import, transformation, export, and reconstruction | §§2, 15, 19; release contract",Ledger row A13 must remain present and reconciled in the anchor.,lane_f_anchor,anchor-agent,helper-anchor-a13_ledger_row,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/anchor-a13_ledger_row/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_anchor-ledger,true,8,,412,pending,anchor-ledger,shell,grep -Fq '| A13 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '| A13 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/ANCHOR-A13_LEDGER_ROW.proof.json,state/ANCHOR-A13_LEDGER_ROW.heartbeat.json,logs/ANCHOR-A13_LEDGER_ROW.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":950663,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""b565158a5517b2606de962d9c49605a44c56c3c137715d57dd805a167b760960""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
ANCHOR-A14_LEDGER_ROW,ANCHOR_LEDGER,00-anchor,"ANCHOR_LEDGER A14: | A14 | Release and materialization | §§15, 17–18; release contract | Text graph existed; ",Ledger row A14 must remain present and reconciled in the anchor.,lane_f_anchor,anchor-agent,helper-anchor-a14_ledger_row,gpt-5.3-spark,codex-cli-background-shell,read-only,lifeos,.,read-only-probe,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,,migration-artifacts/anchor-a14_ledger_row/result.json,execution-framework/**|migration-artifacts/**,**/.env|**/secrets/**|**/*.pem|**/*.key,,,anchor_anchor-ledger,true,8,,413,pending,anchor-ledger,shell,grep -Fq '| A14 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,grep -Fq '| A14 |' Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md,anchor still contains this unit; NOT evidence of implementation,true,proof_records/ANCHOR-A14_LEDGER_ROW.proof.json,state/ANCHOR-A14_LEDGER_ROW.heartbeat.json,logs/ANCHOR-A14_LEDGER_ROW.log,Read-only probe; nothing to roll back.,high,false,Structurally extracted from the blueprint anchor.,"{""byte_offset"":950967,""document"":""Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md"",""document_sha256"":""78d8584d73957e795320d0ca9eb8e5593f1ab6286463e77b4537757dfef220ee"",""unit_sha256"":""150064dcea7f89f300cd9e8bd020b4bb8656639b07e50b4cc4a5261fe5b809ae""}",true,drift-canary,Architecture_Data_Pipeline_Blueprint_RUVECTOR_FULLY_EXPANDED_VERIFIED.md
